link,lat,long
https://tabelog.com/en/kyoto/A2601/A260101/26038972/,34.98940903787952,135.76003958020473
https://tabelog.com/en/kyoto/A2601/A260301/26039518/,35.00406773787491,135.77485188034245
https://tabelog.com/en/kyoto/A2601/A260201/26002583/,35.0038537356091,135.75688598609688
https://tabelog.com/en/kyoto/A2601/A260304/26042130/,34.99056802090361,135.74902759050275
https://tabelog.com/en/kyoto/A2601/A260201/26040329/,35.01011413786976,135.77072248040642
https://tabelog.com/en/kyoto/A2601/A260202/26006733/,35.01504943786536,135.76674598045904
https://tabelog.com/en/kyoto/A2601/A260101/26031208/,34.988559937878534,135.7553038801995
https://tabelog.com/en/kyoto/A2601/A260301/26002059/,35.00779828438807,135.77111073422995
https://tabelog.com/en/kyoto/A2601/A260202/26024174/,35.0135911599358,135.7644724077167
https://tabelog.com/en/kyoto/A2601/A260301/26002441/,35.00178704343385,135.77457572323144
https://tabelog.com/en/kyoto/A2601/A260202/26004842/,35.008390037954705,135.75800555905195
https://tabelog.com/en/kyoto/A2601/A260101/26039689/,34.98935062035281,135.7600750001106
https://tabelog.com/en/kyoto/A2601/A260201/26039792/,35.00423976030288,135.77020513994705
https://tabelog.com/en/kyoto/A2601/A260202/26020754/,35.01808333786062,135.75786608049592
https://tabelog.com/en/kyoto/A2601/A260301/26041409/,35.005369991400045,135.77445362396188
https://tabelog.com/en/kyoto/A2601/A260301/26003500/,35.00463963787529,135.77720378034658
https://tabelog.com/en/kyoto/A2601/A260202/26002130/,35.005583437868644,135.75818948036942
https://tabelog.com/en/kyoto/A2601/A260202/26030697/,35.0096245266276,135.77106648109807
https://tabelog.com/en/kyoto/A2601/A260202/26020065/,35.011604869223255,135.75792998696085
https://tabelog.com/en/kyoto/A2601/A260301/26036578/,35.003507437875015,135.77406958033734
https://tabelog.com/en/kyoto/A2601/A260301/26041466/,35.00573355230531,135.77380560548517
https://tabelog.com/en/kyoto/A2601/A260301/26040469/,35.00795823787095,135.770222580385
https://tabelog.com/en/kyoto/A2601/A260301/26039228/,35.00253670411125,135.77564282231546
https://tabelog.com/en/kyoto/A2601/A260301/26036119/,35.00505393787399,135.77391538035306
https://tabelog.com/en/kyoto/A2601/A260301/26013607/,35.00508420318021,135.77528634574043
https://tabelog.com/en/kyoto/A2601/A260301/26001379/,35.00457426789264,135.77586854308956
https://tabelog.com/en/kyoto/A2601/A260301/26002743/,35.0028169145755,135.77731598145408
https://tabelog.com/en/kyoto/A2601/A260101/26036592/,34.986075680670304,135.75937687554062
https://tabelog.com/en/kyoto/A2601/A260401/26023451/,34.979864237869684,135.71016788014333
https://tabelog.com/en/kyoto/A2601/A260604/26002401/,34.97709903788388,135.74922808008802
https://tabelog.com/en/kyoto/A2601/A260201/26006163/,35.00507255534428,135.7603903611644
https://tabelog.com/en/kyoto/A2601/A260101/26041666/,34.98390988116352,135.7581121334331
https://tabelog.com/en/kyoto/A2601/A260301/26016900/,35.005524857105414,135.7772915160414
https://tabelog.com/en/kyoto/A2601/A260202/26002088/,35.01195616566733,135.77069141095157
https://tabelog.com/en/kyoto/A2601/A260301/26001441/,35.00337492403864,135.77428317441866
https://tabelog.com/en/kyoto/A2601/A260201/26041985/,35.004681772091416,135.76086450644578
https://tabelog.com/en/kyoto/A2601/A260203/26017844/,35.00904534695852,135.75370434463395
https://tabelog.com/en/kyoto/A2601/A260201/26039719/,35.00391213787097,135.76214168034974
https://tabelog.com/en/kyoto/A2601/A260201/26037826/,35.00506443787301,135.77086068035533
https://tabelog.com/en/kyoto/A2601/A260301/26033141/,35.00743774830966,135.77001806379806
https://tabelog.com/en/kyoto/A2601/A260201/26036216/,35.00425670415274,135.77027485559927
https://tabelog.com/en/kyoto/A2601/A260202/26022499/,35.01495273786297,135.75907378046344
https://tabelog.com/en/kyoto/A2601/A260201/26029233/,35.00358260183613,135.76983103460657
https://tabelog.com/en/kyoto/A2601/A260202/26001889/,35.00763469015908,135.7710754669133
https://tabelog.com/en/kyoto/A2601/A260201/26029065/,35.00395040236229,135.7574828765189
https://tabelog.com/en/kyoto/A2601/A260301/26001833/,35.01106623787503,135.78919928040307
https://tabelog.com/en/kyoto/A2601/A260202/26041785/,35.01004000641476,135.76946149495635
https://tabelog.com/en/kyoto/A2601/A260101/26038128/,34.98941083787834,135.75638268020734
https://tabelog.com/en/kyoto/A2601/A260202/26036634/,35.009683900575894,135.77022572091298
https://tabelog.com/en/kyoto/A2601/A260301/26023389/,35.00428603787529,135.77646408034352
https://tabelog.com/en/kyoto/A2601/A260301/26040071/,35.0087548436015,135.76953166893531
https://tabelog.com/en/kyoto/A2601/A260201/26037431/,35.00499839265213,135.77107251226278
https://tabelog.com/en/kyoto/A2601/A260301/26022647/,35.00334184585148,135.77278496703428
https://tabelog.com/en/kyoto/A2601/A260203/26001469/,34.99053473786991,135.73214178023568
https://tabelog.com/en/kyoto/A2601/A260101/26024935/,34.981767835318244,135.76093472228044
https://tabelog.com/en/kyoto/A2601/A260301/26006494/,35.00258293787604,135.77543238032706
https://tabelog.com/en/kyoto/A2601/A260301/26009394/,34.99888344201004,135.77325291122241
https://tabelog.com/en/kyoto/A2601/A260301/26037084/,34.99519857287268,135.77408328969543
https://tabelog.com/en/kyoto/A2601/A260101/26006121/,34.98588650445891,135.75767202583856
https://tabelog.com/en/kyoto/A2601/A260101/26035349/,34.98891043787938,135.7586717802007
https://tabelog.com/en/kyoto/A2601/A260101/26041195/,34.98932559856349,135.75872032677535
https://tabelog.com/en/kyoto/A2601/A260201/26034508/,35.00629855981121,135.7617924104991
https://tabelog.com/en/kyoto/A2601/A260201/26006073/,34.99658986444478,135.76112874595574
https://tabelog.com/en/kyoto/A2601/A260202/26000659/,35.01217586425443,135.77068362370522
https://tabelog.com/en/kyoto/A2601/A260101/26036172/,34.988238737880366,135.76044178019268
https://tabelog.com/en/kyoto/A2601/A260101/26000784/,34.9858523371143,135.75742399245496
https://tabelog.com/en/kyoto/A2601/A260301/26036138/,35.00814103787107,135.77089328038636
https://tabelog.com/en/kyoto/A2601/A260301/26034036/,34.99752393788039,135.77902828027342
https://tabelog.com/en/kyoto/A2601/A260503/26025254/,35.04420263784688,135.7668688807534
https://tabelog.com/en/kyoto/A2601/A260301/26032801/,35.004910019169685,135.77322680258277
https://tabelog.com/en/kyoto/A2601/A260302/26002638/,35.017653088143,135.7725132195761
https://tabelog.com/en/kyoto/A2601/A260301/26003135/,35.00752917199167,135.77256979211575
https://tabelog.com/en/kyoto/A2601/A260202/26001495/,35.01171700327831,135.7694718010293
https://tabelog.com/en/kyoto/A2601/A260202/26040165/,35.008517268571325,135.76129456576268
https://tabelog.com/en/kyoto/A2601/A260301/26024703/,35.00424023787463,135.77432108034455
https://tabelog.com/en/kyoto/A2601/A260604/26011649/,34.97352793788379,135.74180338005715
https://tabelog.com/en/kyoto/A2601/A260202/26037096/,35.01405305711698,135.7691118925085
https://tabelog.com/en/kyoto/A2601/A260101/26029264/,34.98070233788564,135.76189168011553
https://tabelog.com/en/kyoto/A2601/A260301/26041411/,35.005012437874,135.77386118035267
https://tabelog.com/en/kyoto/A2601/A260301/26007250/,34.99912393149148,135.77094281422538
https://tabelog.com/en/kyoto/A2601/A260201/26039770/,35.00512283786904,135.75848458036458
https://tabelog.com/en/kyoto/A2601/A260201/26025890/,35.00663694830622,135.76702251611493
https://tabelog.com/en/kyoto/A2601/A260201/26020006/,35.00406591949416,135.75599049514244
https://tabelog.com/en/kyoto/A2601/A260301/26041777/,35.007207229389415,135.77070385079037
https://tabelog.com/en/kyoto/A2601/A260401/26003335/,35.002731193437015,135.7316950743278
https://tabelog.com/en/kyoto/A2601/A260202/26038603/,35.0175158163741,135.75662829038913
https://tabelog.com/en/kyoto/A2601/A260201/26038801/,34.99880213787576,135.76699258029478
https://tabelog.com/en/kyoto/A2601/A260201/26042170/,35.00540070569766,135.76941289579094
https://tabelog.com/en/kyoto/A2601/A260203/26024455/,35.00429953786637,135.74849048036327
https://tabelog.com/en/kyoto/A2601/A260301/26042226/,35.00476752155462,135.77249075916083
https://tabelog.com/en/kyoto/A2601/A260301/26040681/,35.004756184175235,135.77537024276424
https://tabelog.com/en/kyoto/A2601/A260301/26001187/,35.00830350008326,135.77065019366114
https://tabelog.com/en/kyoto/A2601/A260101/26025477/,34.98907653787782,135.75408308020556
https://tabelog.com/en/kyoto/A2607/A260702/26020811/,34.943838937894775,135.71710127977457
https://tabelog.com/en/kyoto/A2601/A260101/26031679/,34.98742713788122,135.76144108018377
https://tabelog.com/en/kyoto/A2601/A260301/26016449/,35.000418626906026,135.77733611254178
https://tabelog.com/en/kyoto/A2601/A260101/26041968/,34.986912855434994,135.76178635911043
https://tabelog.com/en/kyoto/A2601/A260201/26041499/,35.0084445730355,135.76932946351909
https://tabelog.com/en/kyoto/A2601/A260203/26023889/,35.0045441378661,135.748128280366
https://tabelog.com/en/kyoto/A2601/A260302/26026321/,35.02849833786265,135.78505838058206
https://tabelog.com/en/kyoto/A2601/A260202/26035086/,35.00730033786851,135.7611497803847
https://tabelog.com/en/kyoto/A2601/A260401/26001442/,35.00267103786206,135.7317053803586
https://tabelog.com/en/kyoto/A2601/A260201/26035463/,35.007805637870476,135.76839418038472
https://tabelog.com/en/kyoto/A2601/A260201/26041229/,35.00320333787404,135.77036148033685
https://tabelog.com/en/kyoto/A2601/A260301/26001963/,35.00079313787837,135.77916968030635
https://tabelog.com/en/kyoto/A2601/A260201/26041893/,35.00275829684966,135.75686464941603
https://tabelog.com/en/kyoto/A2601/A260201/26024076/,35.004009278770866,135.77030080512318
https://tabelog.com/en/kyoto/A2601/A260101/26000882/,34.986163051295684,135.75250521998598
https://tabelog.com/en/kyoto/A2601/A260201/26037000/,35.00244819989481,135.76531785054485
https://tabelog.com/en/kyoto/A2601/A260101/26017013/,34.98808268235511,135.75904097769754
https://tabelog.com/en/kyoto/A2601/A260201/26022036/,35.00807123787067,135.7695500803866
https://tabelog.com/en/kyoto/A2601/A260201/26004590/,35.004990305736136,135.75831887032177
https://tabelog.com/en/kyoto/A2601/A260401/26017285/,35.002914037861856,135.73154308036115
https://tabelog.com/en/kyoto/A2601/A260202/26035630/,35.006623287418236,135.76408914924863
https://tabelog.com/en/kyoto/A2601/A260201/26037613/,35.00598439437902,135.77103108629242
https://tabelog.com/en/kyoto/A2601/A260301/26032604/,35.00793964971933,135.77062771228057
https://tabelog.com/en/kyoto/A2601/A260601/26003451/,34.94904113790595,135.7625666797952
https://tabelog.com/en/kyoto/A2601/A260201/26027706/,35.00249902193137,135.7649823205151
https://tabelog.com/en/kyoto/A2601/A260201/26040680/,35.004869135143366,135.77007428850337
https://tabelog.com/en/kyoto/A2601/A260101/26016846/,34.98825210843976,135.7590273599165
https://tabelog.com/en/kyoto/A2601/A260101/26038652/,34.98801843788054,135.7605139801904
https://tabelog.com/en/kyoto/A2601/A260203/26027964/,35.00371373786469,135.74204428036185
https://tabelog.com/en/kyoto/A2601/A260201/26004122/,35.00513671770971,135.76053701269754
https://tabelog.com/en/kyoto/A2601/A260301/26036304/,35.004312737874514,135.77409288034542
https://tabelog.com/en/kyoto/A2601/A260201/26042586/,35.004811237873156,135.77081658035277
https://tabelog.com/en/kyoto/A2601/A260201/26042169/,35.005412789152565,135.769399484746
https://tabelog.com/en/kyoto/A2601/A260301/26007263/,35.000920737878225,135.77896108030777
https://tabelog.com/en/kyoto/A2601/A260401/26028652/,35.00209680947271,135.73127291637397
https://tabelog.com/en/kyoto/A2601/A260301/26041424/,35.00167878726408,135.77833041638888
https://tabelog.com/en/kyoto/A2601/A260201/26041448/,35.00654283466242,135.76948176065255
https://tabelog.com/en/kyoto/A2601/A260201/26031987/,35.0075377378715,135.77109288038014
